"Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"LIM","27.8","TLW","ES",0,0,0.01,0,0,0,0,0,0,0,0,0
"LIN","27.8","TLW","BE",0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.02,0.21,0.2
"LIN","27.8","TLW","ES",533.82,535.88,468.23,534.64,643.17,617.03,138.43,135.8,75.21,119.01,119.4,208.2
"LIN","27.8","TLW","FR",153.45,204.03,268.45,285.7,281.74,338.25,317.36,260.3,322.9,167.3,300.4,306.4
"LIN","27.8","TLW","GB",1.79,3.5,4.67,4.71,3.75,2.8,8.2,10.9,7.2,20.03,10.5,45.03
"LIN","27.8","TLW","IE",0,0,0.08,0,0,0.14,0.1,0,0,0,0,0
"LIN","27.8","TLW","PT",0.01,0,0,0,0,0,0,0,0,0,0,0
"LIO","27.8","TLW","ES",47.69,44.24,36.54,34.43,29.96,0,0,0,0,0,0,0
"LIO","27.8","TLW","FR",49.2,54.93,53.6,76.49,64.24,59.64,95.01,110,89.2,62.8,87.5,55
"LIO","27.8","TLW","IE",0,0,0,0,0,0,5,0,0.1,0,0,0
"LNZ","27.8","TLW","ES",0.12,0.06,0.27,0.37,0.97,12.18,3.01,0.8,13.1,4.01,132,19.6
"LNZ","27.8","TLW","FR",3.26,5.57,1.83,0,0,0.01,0.12,0,0,0,0,0.2
"LOQ","27.8","TLW","FR",6.61,9.96,11.56,5.74,6.4,9.69,23.04,20.6,39.1,23.6,50.8,62.3
"LOS","27.8","TLW","ES",0.21,0.09,0.05,0.04,0.05,0.83,1.9,1.3,1.7,2,1.2,2
"LOX","27.8","TLW","ES",0.08,0.03,0.02,0.02,0.02,0.3,0.09,0.9,1.1,1,0.5,0.4
"LOX","27.8","TLW","FR",0.03,0,0,0,0.27,1.15,12.14,0,0,0,0,0
"LOY","27.8","TLW","FR",0.06,0.05,0.31,0.16,0.33,0.07,0,0,0,0,0,0
"LOY","27.8","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,0,0
"LPS","27.8","TLW","ES",0.03,0.01,0.01,0,0,0,0,0,0,0,0,0
"LPZ","27.8","TLW","ES",0.57,0,0,0.16,0.02,0,0,0,0,0,0,0
"LQA","27.8","TLW","ES",0.01,0,0.02,0,0,0,0,0,0,0,0,0
"LQD","27.8","TLW","FR",1694.09,4148.7,1718,2716.83,3302.51,0,2694.54,1750.4,896.3,43.7,43.7,2026.5
"LTA","27.8","TLW","ES",2.64,29.05,12.45,74.64,27.15,118.24,165.82,156.3,34.6,27,0.4,10.6
"LTA","27.8","TLW","FR",2.7,0.09,0,0.03,0.14,0.17,0,4.6,14.9,0,0,0
"LTA","27.8","TLW","PT",0,0,0,0.03,0,0,0.02,0,0,0,0.01,0.1
"LUM","27.8","TLW","FR",0,0,0,0,0,0.03,0,0,0,0,0,0
"LZS","27.8","TLW","FR",59.67,73.97,77.89,70.67,97.7,74.43,47.93,0,0,0,0,0
"MAC","27.8","TLW","DE",1243.63,1268.68,4858.93,3955.08,750.7,1389.59,1340.89,983,1054,696.5,0,1539.7
"MAC","27.8","TLW","DK",2,0,0,0,0,1.66,0.89,0,0,4,6,0
"MAC","27.8","TLW","ES",30603.23,25840.09,28671.83,34448.69,14984.26,16938.55,12586.14,21093.2,13309.5,14767,16548.3,15330.5
"MAC","27.8","TLW","FR",3260.08,4315.23,7399.98,8078.4,5528.44,4277.32,3450.86,4937.2,4240.6,3736.1,5204.11,6329.2
"MAC","27.8","TLW","GB",245.12,1784.94,7293.35,4462.4,1663.43,0.4,0.6,507.5,2431.2,2047,510.01,381.02
"MAC","27.8","TLW","IE",2.3,0,0,0,0,0,0,285.4,0,0,600.9,1150.6
"MAC","27.8","TLW","NL",0,203.6,1537.3,406.5,1339,3,7,871,476,812,1193,652
"MAC","27.8","TLW","PT",3724.75,5839.16,6584.34,7698.09,3406.48,4652.66,2266.99,924,960,545,429,242.4
"MAK","27.8","TLW","ES",0.01,0,0,0,0.02,0,0,0,0,0,0,0
"MAK","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0,0
"MAM","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"MAT","27.8","TLW","ES",0.02,0.01,0.05,0.03,0.05,4.58,25.5,9.61,0,0,0,0
"MAX","27.8","TLW","ES",20.61,2.89,20.6,55.18,98.09,3765.65,5974.37,2095.7,7367.11,1,97.2,70.9
"MAX","27.8","TLW","FR",0,0,1,0.1,1.5,0.57,5.45,0,0,0,0,0
"MAZ","27.8","TLW","ES",6.09,1.53,5.46,43.39,40.05,1.55,0,0,0,25147,17404.2,47786
"MAZ","27.8","TLW","PT",0,0,0,0,0,10.9,1783.91,0,0,0,0,0
"MEG","27.8","TLW","ES",10.43,1.16,2.75,7.58,17.08,0,0,0,0,0,0,66.5
"MEG","27.8","TLW","FR",0,0,1244.26,848.79,781.46,702.34,713.48,781.4,670.7,0,0,0
"MEG","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.01,0
"MEG","27.8","TLW","PT",0.09,0,1.17,2.12,3.49,6.34,0.78,0,0.01,0.01,0.01,0.1
"MGA","27.8","TLW","ES",0.04,0.18,0.24,0.41,0,0,0,0,0,0,0,0
"MGA","27.8","TLW","FR",37.15,44.18,39.24,25.42,68.94,62.36,14.29,0,0,0,0,0
"MGC","27.8","TLW","ES",0.01,0.24,0.43,0.37,0.66,0,0,0,0,0,0,0
"MGC","27.8","TLW","FR",130.28,123.16,142.99,163.47,173.69,144.32,176.45,0,0,0,0,0
"MGC","27.8","TLW","PT",0,0,0,0.01,0,0,0,0,0,0,0,0
"MGR","27.8","TLW","ES",2.44,2.93,4.44,150.72,28.51,0,0,0,0,0,0,0
"MGR","27.8","TLW","FR",934.56,658.55,796.78,875.56,1036.39,900.36,743.82,703.8,926.1,853.1,1196.42,1353.3
"MGR","27.8","TLW","GB",0,0,0,0,0,0.3,0,0,0,0,0,0
"MGR","27.8","TLW","PT",0,0.32,1.06,1.46,2.58,2.98,4.63,5,1,3,2,4.3
"MGS","27.8","TLW","ES",4.75,3.8,4.13,7.06,8.16,0,0,0,0,0,0,0
"MGS","27.8","TLW","FR",14.73,10.54,17.52,73.02,75.57,87.05,132.17,639.3,1127,372.71,822.71,0
"MGS","27.8","TLW","PT",0,0,0,0,0,0,0.02,0,0,0,0,0
"MIA","27.8","TLW","ES",0,0.01,0,0,0,0,0,0,0,0,0,0
"MKG","27.8","TLW","ES",0.18,0.47,0.36,0,0,0,0,0,0,0,0,0
"MKG","27.8","TLW","FR",22.35,19.6,22.93,24.38,29.7,32.86,40.31,31.8,31.5,8.31,31.21,0
"MKG","27.8","TLW","PT",0,0.4,0.87,0.87,3.73,3.11,0,0,0,0,0,0
"MLR","27.8","TLW","ES",1.57,2.89,6.04,6.93,8.69,0,0,0,0,0,0,0
"MLR","27.8","TLW","FR",152.83,257.61,315.71,410,496.81,472.36,475.84,360,214.2,0,0,0
"MLR","27.8","TLW","PT",0,0,0.01,0,0.01,0.02,0,0,0,0,0,0
"MLS","27.8","TLW","FR",6.6,2.79,2.81,3.42,0.87,0.61,0,0,0,0,0,0
"MMH","27.8","TLW","ES",0.02,0.03,0,0.06,0,0,0,0,0,0,0,0
"MMH","27.8","TLW","FR",0,0.18,0,0,0,0,0,0,4.2,0,0,0
"MMH","27.8","TLW","PT",0,0.01,0.01,0.03,0.07,0.08,0.23,0,0.01,0.01,0,0
"MNE","27.8","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"MNZ","27.8","TLW","ES",17.86,24.21,28.86,29.82,7.62,2205.27,1834.18,1670.9,1804.42,2342,1598,0.6
"MNZ","27.8","TLW","FR",0,0,6655.21,6857.6,6207.2,5559.5,6027.96,5580.2,5590.6,4490.6,6044.7,5687.7
"MNZ","27.8","TLW","PT",0,0.02,0.14,0.07,0,0,0.16,1,0.01,1,4,3.7
"MOL","27.8","TLW","ES",1.39,6.83,14.52,24.37,19.82,5.5,3.17,11,5.31,7,5.1,2.6
"MOL","27.8","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"MON","27.8","TLW","ES",290,301.94,378.77,392.26,345.57,0,0,0,0,0,0,349.2
"MON","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,102.01,89
"MON","27.8","TLW","IE",0,0,0.13,0,0,0,0.46,0,0,0.1,0,0
"MON","27.8","TLW","PT",1.77,6.05,7.58,6.11,8.27,8.55,3.79,1,0,0.01,1,0.31
"MOR","27.8","TLW","ES",0,0.02,0.02,0,0,0,0,0,0,0,0,0
"MOR","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.1,0.1,11.4
"MOX","27.8","TLW","ES",0.02,0.01,0.12,0.08,0.08,0,0,0,0,0,0,0
"MOX","27.8","TLW","FR",0,0.18,0,0,0.02,0.07,0.09,0,0,0,0,0
"MQL","27.8","TLW","ES",0.04,0.2,0,0.18,0.02,0,0,0,0,0,0,0
"MSF","27.8","TLW","PT",0,0,0,0,0.15,0,0,0,0,0,0,0
"MSK","27.8","TLW","ES",0,0.04,0,0.66,0.48,4.35,10.07,0.6,0.72,2.01,13.6,2.6
"MSM","27.8","TLW","ES",40.82,41.91,22.5,4.82,9.88,2,0,1.4,59.5,0,0,0
"MSX","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,34.4,34.4,0
"MTS","27.8","TLW","ES",0.03,0.01,0.02,0,0.12,0,0,0.01,0.01,0,0,0
"MUE","27.8","TLW","ES",0,0,3.31,0,0,0,0,0.01,0,0,0.01,0
"MUE","27.8","TLW","PT",0,0.04,0.05,0.73,0.12,0.3,0.58,1,0.01,0.01,0.01,0.01
"MUF","27.8","TLW","ES",6.37,7.52,14.53,6.78,9.31,0,0,0,0,0,0,0
"MUF","27.8","TLW","FR",127.29,84.93,83.57,99.31,79.12,58.9,155.76,0,0,0,0,0
"MUF","27.8","TLW","PT",0,0,0,0,0.02,0.14,0,0,0,0,0,0
"MUI","27.8","TLW","ES",0.03,0.03,0.03,0,0,0.05,0.98,0.01,0.01,0.01,0.01,0
"MUI","27.8","TLW","PT",0,0.02,0,0,0,0,0,0,0.01,0.01,1,0.4
"MUL","27.8","TLW","ES",31.4,26.35,61.31,35.63,63.78,124.35,119.03,236.01,129.2,86.01,35.01,84.2
"MUL","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,987.4
"MUL","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,0.02
"MUL","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.2
"MUM","27.8","TLW","ES",0.32,0.21,0.25,3.38,3.28,0,0,0,0,0,0,0
"MUR","27.8","TLW","BE",3.1,4.7,2.3,3.7,5.3,3.3,2.8,3.8,4.6,4.5,3.4,2.3
"MUR","27.8","TLW","ES",103.63,117.51,157.26,186.22,186.25,261.62,436.42,400,439.5,247,344.2,348.7
"MUR","27.8","TLW","FR",742.84,861.4,804.21,732.75,775.15,1040.09,1273.07,1259.8,1088.5,737,1091.3,1231
"MUR","27.8","TLW","GB",0,0,0,0.01,0,1,0,0,0.01,0.01,0.02,0.01
"MUR","27.8","TLW","NL",0,0,0,0,0,0,0,0,4,0,0,0
"MUR","27.8","TLW","PT",0.41,3.31,3,2.91,5.22,2.96,1.35,1,2,1,1,0.5
"MUS","27.8","TLW","ES",1.69,1.96,19,12.19,1.62,1.93,28.06,10.1,0.01,2,4.71,0.3
"MUS","27.8","TLW","FR",37.5,87.55,397.47,1667.92,99.72,4.45,174.41,407.8,58.5,0,0,194
"MUT","27.8","TLW","ES",12.95,18.01,11.26,24.01,37.45,0,0,0,0,0,0,0
"MUX","27.8","TLW","ES",165.38,215.45,255.31,177.68,218.85,559.13,513.91,548.4,598.7,525,681.1,1297.4
"MUX","27.8","TLW","FR",5.07,2.03,0,0.12,0,0.01,0,0,0,0,0,0
"MUX","27.8","TLW","PT",0.19,0.96,0.89,0.07,0.03,0.07,0.01,0,1,1,2,1.1
"MYL","27.8","TLW","FR",1.38,1.47,1.53,2.12,1.13,0.93,2.17,0.7,0.7,0.11,1.2,1.6
"MYL","27.8","TLW","PT",0,0.08,0.01,0.01,0.1,0.13,0.73,1,1,1,1,0.2
"MYV","27.8","TLW","FR",0,9.28,69.27,523.32,499.85,267.74,497.2,0,0,318.9,372.9,0
"MZZ","27.8","TLW","DK",0,0,0,0,0,8.9,0,19.3,0,2,0,0
"MZZ","27.8","TLW","ES",39.97,40.33,41.2,38.81,38.64,44.05,673.31,966.9,841,154.01,231.4,988.7
"MZZ","27.8","TLW","FR",70.09,64.26,75.34,156.92,203.45,307.13,824.55,1753.3,1251.9,1197.11,1323.11,1451.3
"MZZ","27.8","TLW","PT",0.69,1.71,356.92,88.35,0.66,3.29,6.16,4,9,0,0,0
"NAU","27.8","TLW","ES",0.03,0,0,0,0,0,0,0,0,0,0,0
"NEP","27.8","TLW","BE",0.1,0.2,0.2,0.1,0.4,1.4,3.4,2.8,1.5,1.1,3,7.1
"NEP","27.8","TLW","ES",2.22,22.69,24.15,15.33,22.52,21.74,51.2,43.8,34.61,55.02,84.71,91.5
"NEP","27.8","TLW","FR",3433.49,4145.49,3619.71,2805.16,2451.61,2434.04,3848.62,3599.1,3273.5,2680.1,3128.71,3339
"NEP","27.8","TLW","GB",0,0,0,0,0,0,0.1,0,0.7,0,0,0
"NEP","27.8","TLW","IE",2.5,1.35,0.06,3.6,0,7.07,6.76,0,0,0,0,0
"NEP","27.8","TLW","PT",0,0,0.17,0.18,0.41,0.96,3.35,1,2,3,49,3.6
"NEX","27.8","TLW","ES",0.01,0,0,0,0,0,0,0,0,0,0,0
"NEX","27.8","TLW","FR",0.03,0,0,0.09,0.02,0.01,2.23,0,0,0,0,0
"NOP","27.8","TLW","ES",0.21,1.06,0.9,0.82,5.71,0,0,0,0,0,0,0
"NOP","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.8,0.8,0.1
"NOP","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0.02,0.6,1.01
"NOW","27.8","TLW","ES",37.02,51.1,11.95,8.33,0.97,0,0,0,0,0,0,0
"NUQ","27.8","TLW","ES",6.32,9.09,5.11,3.23,0.24,1.88,0,0.01,0,0,0,0
"OAL","27.8","TLW","FR",44.51,39.42,53.96,50.94,56.15,58.12,64.47,58.9,58.4,35.8,61.2,49.6
"OCC","27.8","TLW","BE",0.1,0,0,0,0,0,0,0,0,0,0,0
"OCC","27.8","TLW","ES",908.03,920.62,826.41,999.07,695.87,0,0,0,0,0,0,0
"OCC","27.8","TLW","FR",65.89,85.54,75.2,47.9,65.85,109.01,65.82,27.1,33.4,3.1,20.12,0
"OCC","27.8","TLW","PT",0.06,52.65,67.54,35.65,47.01,26.76,13.9,61,55,0.01,0.01,0.01
"OCM","27.8","TLW","ES",205.8,118.17,147.98,99.53,186.43,0,0,0,0,0,0,0
"OCT","27.8","TLW","ES",3.46,3.3,3.37,5.85,22.4,1477.51,1785.88,2016.9,942.9,889,1081,532.1
"OCT","27.8","TLW","FR",181.93,122.43,117.18,98.63,141.39,106.75,77.84,79.1,86.5,49.2,114.8,102
"OCT","27.8","TLW","GB",0,0,0,0.01,0,2.1,0.2,0,0,0,0,0
"OCT","27.8","TLW","PT",0.12,1.16,0,0.03,0.1,0,0,0,18,54,45,73.4
"OCZ","27.8","TLW","BE",23.9,31.8,6.5,26.2,22.8,15.1,14,12.6,10.3,8,15.6,6.3
"OCZ","27.8","TLW","ES",0.99,0.5,1.19,1.45,0.65,0,0,0,0,0,0,0
"ODL","27.8","TLW","FR",1.53,0.89,0.82,0.85,0.01,0.03,0,0,0,0,0,0
"OFJ","27.8","TLW","PT",1.45,0.86,3.48,0.52,2.61,1.15,0,0,0,0,0,0
"OFN","27.8","TLW","ES",0.07,0.01,0,0,0,0,0,0,0,0,0,0
"OGT","27.8","TLW","ES",0.59,0,0,0,0.03,0,0,0,0,0,0,0
"OIL","27.8","TLW","ES",0,0.03,0,0,0.03,0,0,0,0,0,0,0
"OIL","27.8","TLW","FR",6.75,0,0,0,0,0.39,20,0,0,0,0,0
"OIL","27.8","TLW","PT",0.15,0.95,0.12,0.11,6.59,0.05,0.12,0,0.02,0,0.01,0.21
"OMM","27.8","TLW","ES",0.1,0,0,0.03,0,0,0,0,0,0,0,0
"OMZ","27.8","TLW","ES",3.64,1.43,6.74,1.64,12.17,62.36,2460.2,2445.4,1334.51,334,1,0.1
"OMZ","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,43.9,130.5,128
"OMZ","27.8","TLW","PT",0,0,0,0,0.09,0.96,0.22,0,0.01,0.01,0.01,0.6
"OOA","27.8","TLW","FR",0.5,0.58,0,0,0,0,0,0,0,0,0,0
"ORY","27.8","TLW","ES",0,0,0.32,0.07,0,0.14,0.11,0.11,0.02,1,0,0.1
"ORY","27.8","TLW","FR",0,0,0,0,0,0,0.08,3.4,22.7,0.8,1,43.3
"OSG","27.8","TLW","FR",0,0,0,0.02,0,0,0.54,0,0,0,0,0
"OST","27.8","TLW","FR",0,0,0,0,6.96,65.43,78.74,0,0,0,0,0
"OUL","27.8","TLW","FR",0.44,0.99,0.49,0.15,0.44,0.95,0.46,0,0,0,0,0
"OUL","27.8","TLW","PT",0,0,0.09,0,0,0,0,0,0,0,0,0
"OUW","27.8","TLW","ES",0.01,0,0.01,0,0,0,0,0,0,0,0,0
"OUW","27.8","TLW","PT",0.07,0,0,0,0,0,0,0,0,0,0,0
"OXY","27.8","TLW","PT",0,0.2,0.09,0.08,0.16,0.19,1.3,4,2,0.01,1,0.2
"OYC","27.8","TLW","FR",0,0.86,0.06,1.3,14.05,41.49,65.43,27.5,36.9,53.2,57.4,17.8
"OYF","27.8","TLW","ES",70.1,79,20.68,3.05,7.24,12.25,0.33,0.2,0.6,1,0.3,8
"OYF","27.8","TLW","FR",5.49,2.7,20.88,46.98,81.49,128.09,208.12,158.9,326.5,83.2,92.2,37.6
"OYG","27.8","TLW","ES",127.35,123.11,17.09,22.38,14.1,49.36,95.77,59.6,0,0,0,0
"OYX","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.5,0.5,0.1
"PAC","27.8","TLW","ES",52.62,50.01,59.95,42.59,230.24,0,0,0,0,0,0,0
"PAC","27.8","TLW","FR",5.15,6.11,8.84,10.91,3.72,0.77,1.71,1.9,8.7,2.1,7.5,6.7
"PAC","27.8","TLW","PT",0,0.43,0.79,0.93,1.4,2.61,1.06,2,3,5,11,7
"PAL","27.8","TLW","ES",0.16,0.11,0.05,0.14,0.4,0.08,0.18,4.2,0.01,0.01,0.2,0
"PAR","27.8","TLW","PT",0,0,0.01,0.01,0.01,0.04,0.06,0,0.01,0,0.01,0.01
"PAU","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0
"PAX","27.8","TLW","ES",6.59,3.48,1.85,3.85,3.28,971.58,986.23,449.5,388.42,127.03,110.3,102.5
"PAX","27.8","TLW","FR",0,0,0,0.02,0,0,0.14,0,0,0,0,0
"PCB","27.8","TLW","ES",251.39,299.99,230.65,231.56,229.09,0,0,0,0,0,0,0
"PCB","27.8","TLW","FR",1.57,3.01,5.78,12.78,11.81,7.38,5.56,4.8,13,59.9,59.9,34.2
"PDZ","27.8","TLW","ES",0,0.22,0.07,0.13,0.47,0.02,4.13,0.8,0.01,0.01,0.01,0.1
"PEE","27.8","TLW","ES",2.65,3.15,1.75,0.97,1.23,1.23,1.06,1.5,0.7,0,0,0.3
"PEE","27.8","TLW","FR",0,0,0.03,0,0.01,0,0,0,0,0.1,0.1,0
"PEL","27.8","TLW","ES",0.9,0.55,120.77,805.79,164.34,7.14,24918,38067.6,21946.3,2262.01,0.7,0
"PEN","27.8","TLW","ES",0.05,0.01,0.01,0,0.02,0,0.04,0.1,0.8,0.01,0.2,0
"PEZ","27.8","TLW","ES",0.03,0.41,0.07,4.21,0.01,0.65,0.92,1.7,0.03,0.03,0.21,0
"PIC","27.8","TLW","ES",0,0,0,0,0.01,0.01,0,0,0,0,0,0
"PIC","27.8","TLW","PT",0,0.1,0.03,0.01,0,0.04,0.02,0,1,1,2,0.1
"PIL","27.8","TLW","DE",0,1.11,0,0,0,0,0,0,0,0,0,78
"PIL","27.8","TLW","DK",0,0,0,0,0,0,0,0,0,39,48,12
"PIL","27.8","TLW","ES",8776.53,9923.94,15558.49,21421.34,18041.61,27208.58,14356.11,13731.7,10933.8,8395,6725.5,8306.1
"PIL","27.8","TLW","FR",17788.21,14997.19,16032.59,18018.98,16279.1,12593.73,15385.41,16132.5,20745.3,12110.4,13965.9,9871.1
"PIL","27.8","TLW","GB",0,0,6.52,0,252.14,0,0.2,4.9,0,1,0.01,0
"PIL","27.8","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,49.3
"PIL","27.8","TLW","LT",0,0,0,0,0,0,0,0,0,0,0,5
"PIL","27.8","TLW","NL",0,65.3,0.1,0,445,0,5,0,0,0,0,2
"PIL","27.8","TLW","PT",0,0.88,0,1.4,0,2.7,0,10,27,11,86,68.3
"PIQ","27.8","TLW","FR",0.65,4.47,0.29,8.56,5.33,1.52,2.83,0.5,0,5.6,5.6,5
"PLA","27.8","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"PLA","27.8","TLW","FR",0,0.27,0.39,0,0,0,0.67,0,0,0.2,0.2,0
"PLE","27.8","TLW","BE",0.7,0.9,2.1,1.2,0.3,2.7,1.9,1.5,1.6,1.9,4.7,2.3
"PLE","27.8","TLW","ES",2.06,2.75,3.16,4.02,2.16,2.31,4.22,4.7,4.51,3.01,2.11,2.6
"PLE","27.8","TLW","FR",98.44,121.19,142.16,164.17,146.69,182.95,207.65,199.6,133.4,97.8,214.01,248.1
"PLE","27.8","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.01,0
"PLE","27.8","TLW","PT",0,0.05,0.06,0.01,0.24,0.25,0.08,0,0.01,0.01,0.01,0.2
"PLS","27.8","TLW","FR",0,0,0,0,0,1.36,0,0,0,0,0,0
"PLZ","27.8","TLW","ES",0.76,0.68,0.59,0.6,0.7,0,0,0,0,0,0,0
"PLZ","27.8","TLW","FR",1.01,0.49,0.01,0.05,0.18,0.07,3.42,0,0,0,0,0
"PNB","27.8","TLW","FR",0,0,0,0,0,0,0,0,0.5,0,0,0
"PNQ","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.1,0.1,0
"POA","27.8","TLW","ES",50.36,17.6,352.74,694.83,2913.61,8053.47,6395.42,3353.5,732.8,226.01,48.6,21.4
"POA","27.8","TLW","FR",4.62,1.88,4.97,0.82,0.01,1.64,32.69,1.4,0,2.5,2.7,1.9
"POA","27.8","TLW","GB",0,0,0,0,0,0,17.9,35.2,0.01,0,0,0
"POA","27.8","TLW","PT",0,0.08,0.12,0,585.31,119.31,0.04,0,0.01,7,19,138.3
"POC","27.8","TLW","ES",0.13,0.02,0,0,0,0,0,0,0,0,0,0
"POC","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.01,0.1
"POD","27.8","TLW","ES",16.81,13.06,11.02,8.89,12.34,15.97,12.69,9,6.9,11,15.5,20.8
"POD","27.8","TLW","FR",0,0,0,0,0,0.42,19.62,0,0,0,0,0
"POD","27.8","TLW","PT",0,0,0,0,1.77,1.53,0.54,0,0,0,0,0
"POI","27.8","TLW","ES",0.02,0.01,0,0.01,0.01,0,0,0,0,0,0,0
"POI","27.8","TLW","PT",0.05,0,0,0,0,0,0,0,0,0,0,0
"POK","27.8","TLW","ES",0.24,0.03,0.01,0,0,0.51,0.79,0,0.01,0.01,0.11,0
"POK","27.8","TLW","FR",23.94,8.51,5.02,3.09,5.81,22.86,8.19,9.3,28,2.3,8.21,11.3
"POK","27.8","TLW","GB",0.37,0.08,0.1,0.84,0.17,0,0.5,0.5,0.3,0.01,0.2,0.01
"POL","27.8","TLW","BE",0.1,0,0.1,0.1,0.2,0.2,0.1,0,0.11,0.3,0.3,0.2
"POL","27.8","TLW","ES",130.53,206.28,210.68,185.68,251.41,158.34,321.27,265.2,218.32,265.01,198,251.1
"POL","27.8","TLW","FR",1206.36,1284.58,1252.57,1610.82,1345.4,1094.95,1453.98,1269,1507.1,813.7,1237.72,1418.5
"POL","27.8","TLW","GB",14.09,25.13,37.66,19.3,7.63,2.6,26.3,43.8,40.9,64,61.81,171
"POL","27.8","TLW","IE",0,0,0,0,0,0.08,0,0,0,0.1,0,0
"POL","27.8","TLW","PT",0,0.1,0,0.09,0,0.36,0,0,0,0,0,0
"POR","27.8","TLW","ES",0.01,0,0.02,0,0,0.01,1.21,46.2,40.52,103,61.4,33.7
"POR","27.8","TLW","FR",0,0,0,1.35,0.41,16.72,1.2,5.3,154.3,121.7,209.51,90.1
"POR","27.8","TLW","GB",0,0,0,0,0,0,0,0,0.7,0,0.1,0.01
"POR","27.8","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,0.01
"POX","27.8","TLW","ES",0,0.01,0,0,0.01,0.07,1.89,11.5,0.01,0.01,0.9,9.6
"POX","27.8","TLW","PT",0,0,0,0,0,0,0,0,0,3,0.01,0
"PPX","27.8","TLW","BE",0,0,0,0,0.5,0.8,0.5,0,0.11,0.11,0.2,0
"PPX","27.8","TLW","ES",0,0,0,0,0.02,0.02,0,0.01,0,0.01,0.3,0.2
"PRA","27.8","TLW","ES",0.01,0.01,0.05,0.15,0.02,0.03,0.07,0.1,0.01,0.01,0.01,0.1
"PRC","27.8","TLW","ES",7.94,4.17,8052.8,8299.85,7473.4,246.37,4205.28,15353.2,880.31,0.01,0,74.3
"PRC","27.8","TLW","FR",0,0,0,0,0,0,0,0,0,0.1,0.2,0.1
"PRR","27.8","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"PSL","27.8","TLW","FR",1.55,1.51,1.15,3.14,1.48,0.9,0.55,0.7,1.6,6.01,5.81,2.4
"PSL","27.8","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"QSC","27.8","TLW","ES",0,0,0,0,0.48,0,0,0,0,0,0,0
"QSC","27.8","TLW","FR",193.12,172.59,78.86,43.47,26.59,36.75,134.07,112,89.7,31.2,56.8,110.7
"QTV","27.8","TLW","ES",10.52,9.92,6.56,7.36,8.39,0,0,0,0,0,0,0
"QTV","27.8","TLW","FR",2.17,0,0,0,0,0,0,0,0,0,0,0
"QUB","27.8","TLW","ES",92.15,85.78,70.65,196.17,187.97,0,0,0,0,0,0,0
"RAE","27.8","TLW","ES",1.01,0.36,0.6,0.11,0.03,0,0,0,0,0,0,0
"RAJ","27.8","TLW","ES",8.48,11.58,4.38,2.53,4.18,1.24,1.53,9.5,7.3,621,401,4.1
"RAJ","27.8","TLW","FR",15.01,0,51.29,69.54,82.54,61.01,76.39,0,0,0,0.11,0.7
"RAZ","27.8","TLW","ES",3.61,3.42,0.17,0.03,0.01,9.05,21.12,10,11.6,29,22.21,18.8
"RAZ","27.8","TLW","FR",0.05,0,0.08,1.22,0.02,0.32,3.76,0,0,0,0,0
"RCT","27.8","TLW","GB",0,0,0,0,0,0,0,0,0.01,0,0,0
"REA","27.8","TLW","PT",0,0.09,0.09,0.29,0.31,0.1,0.23,0,0.01,0.01,0.01,0.1
"REB","27.8","TLW","DK",0,0,0,0,0,0,0,0,14,0,0,0
"REB","27.8","TLW","ES",0.03,0.24,0.16,0.1,7.76,19.93,8.36,2.11,0.03,1.02,1,3.2
"RED","27.8","TLW","ES",0.31,0.97,11.14,13.61,13.49,9.75,19.38,22,30.21,31.01,15.2,16.4
"RED","27.8","TLW","FR",1.69,11,7.32,5.99,8.91,8.94,9.21,18.1,16.4,5.5,7.9,14.5
"RED","27.8","TLW","GB",0,0,0,0,0,0,0.02,0,0.01,0,0.21,1.02
